machine_type,task_type,time_of_day,weather_condition,month,day_of_week,context_risk_score,hazard_type,severity_score
Excavator,Operating,Unknown,Clear/Unknown,5,Tuesday,40.61,Struck-by,1.0
Excavator,General Construction,Unknown,Clear/Unknown,5,Tuesday,45.36,Struck-by,1.0
Backhoe,General Construction,Unknown,Clear/Unknown,5,Thursday,61.83,Struck-by,3.0
Excavator,General Construction,Unknown,Clear/Unknown,5,Thursday,45.36,Struck-by,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,5,Friday,50.92,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,5,Friday,47.19,Caught-in,1.0
Truck,Setup/Positioning,Unknown,Clear/Unknown,5,Sunday,46.31,Struck-by,1.0
Forklift,Loading/Unloading,Unknown,Clear/Unknown,5,Monday,42.67,Struck-by,1.0
Truck,Operating,Unknown,Clear/Unknown,5,Monday,64.31,Caught-in,3.0
Truck,General Construction,Unknown,Clear/Unknown,5,Monday,80.19,Caught-in,4.0
Backhoe,General Construction,Unknown,Clear/Unknown,5,Monday,35.04,Caught-in,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,5,Monday,50.92,Fall,1.0
Excavator,Operating,Unknown,Clear/Unknown,5,Tuesday,40.61,Struck-by,1.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,5,Tuesday,60.77,Caught-in,3.0
Excavator,General Construction,Unknown,Clear/Unknown,5,Tuesday,45.36,Struck-by,1.0
Aerial Lift,General Construction,Unknown,Clear/Unknown,5,Tuesday,33.05,Fall,1.0
Roller,Operating,Unknown,Clear/Unknown,5,Friday,39.65,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,5,Tuesday,43.86,Fall,1.0
Forklift,General Construction,Unknown,Clear/Unknown,5,Tuesday,43.16,Tip-over,1.0
Backhoe,General Construction,Unknown,Clear/Unknown,5,Wednesday,68.04,Caught-in,4.0
Crane,Maintenance,Unknown,Clear/Unknown,5,Wednesday,59.84,Caught-in,3.0
Truck,General Construction,Unknown,Clear/Unknown,5,Thursday,67.82,Pinch-Point,4.0
Excavator,General Construction,Unknown,Clear/Unknown,5,Thursday,59.29,Caught-in,3.0
Forklift,General Construction,Unknown,Clear/Unknown,6,Monday,46.43,Struck-by,1.0
Forklift,Operating,Unknown,Clear/Unknown,6,Tuesday,59.05,Caught-in,3.0
Forklift,Loading/Unloading,Unknown,Muddy,6,Tuesday,54.61,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,6,Tuesday,77.45,Struck-by,3.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,6,Wednesday,38.65,Fall,1.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,6,Wednesday,76.83,Struck-by,4.0
Dump Truck,Loading/Unloading,Unknown,Clear/Unknown,6,Wednesday,34.16,Fall,1.0
Loader,General Construction,Unknown,Clear/Unknown,6,Friday,43.45,Run-over,1.0
Loader,General Construction,Unknown,Clear/Unknown,6,Friday,43.45,Struck-by,1.0
Loader,General Construction,Unknown,Clear/Unknown,6,Friday,43.45,Struck-by,1.0
Concrete Pump,Maintenance,Unknown,Clear/Unknown,6,Monday,40.48,Struck-by,1.0
Truck,Operating,Unknown,Clear/Unknown,6,Monday,55.08,Collision,2.0
Bulldozer,General Construction,Unknown,Clear/Unknown,6,Tuesday,37.6,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,6,Wednesday,69.19,Caught-in,3.0
Forklift,Maintenance,Unknown,Clear/Unknown,6,Thursday,42.7,Tip-over,1.0
Truck,General Construction,Unknown,Clear/Unknown,6,Saturday,69.19,Caught-in,3.0
Roller,General Construction,Unknown,Clear/Unknown,6,Sunday,40.17,Struck-by,1.0
Crane,General Construction,Unknown,Clear/Unknown,6,Monday,45.57,Struck-by,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,6,Monday,50.92,Fall,1.0
Loader,Setup/Positioning,Unknown,Clear/Unknown,6,Tuesday,37.61,Collision,1.0
Aerial Lift,General Construction,Unknown,Clear/Unknown,6,Wednesday,40.79,Electrocution,1.0
Forklift,General Construction,Unknown,Clear/Unknown,6,Wednesday,71.57,Caught-in,4.0
Roller,General Construction,Unknown,Clear/Unknown,6,Thursday,33.87,Fall,1.0
Forklift,Loading/Unloading,Unknown,Clear/Unknown,6,Thursday,42.67,Struck-by,1.0
Forklift,Loading/Unloading,Unknown,Clear/Unknown,6,Thursday,59.36,Caught-in,3.0
Truck,Operating,Unknown,Clear/Unknown,6,Thursday,70.3,Struck-by,3.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,6,Thursday,50.92,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,6,Tuesday,66.33,Contact-with,4.0
Roller,Excavation,Unknown,Clear/Unknown,6,Tuesday,57.7,Caught-in,3.0
Forklift,Loading/Unloading,Unknown,Clear/Unknown,6,Tuesday,59.36,Caught-in,3.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,6,Tuesday,50.92,Fall,1.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,6,Wednesday,38.65,Fall,1.0
Aerial Lift,General Construction,Unknown,Clear/Unknown,6,Wednesday,23.33,Other,1.0
Backhoe,Loading/Unloading,Unknown,Clear/Unknown,6,Wednesday,32.96,Fall,1.0
Backhoe,General Construction,Unknown,Clear/Unknown,6,Wednesday,57.04,Caught-in,3.0
Crane,General Construction,Unknown,Clear/Unknown,6,Thursday,61.15,Contact-with,4.0
Dump Truck,Setup/Positioning,Unknown,Clear/Unknown,6,Friday,33.38,Fall,1.0
Truck,Mounting/Dismounting,Unknown,Clear/Unknown,6,Saturday,46.91,Electrocution,1.0
Truck,General Construction,Unknown,Clear/Unknown,7,Monday,47.19,Caught-in,1.0
Excavator,General Construction,Unknown,Clear/Unknown,7,Tuesday,26.61,Contact-with,1.0
Loader,General Construction,Unknown,Clear/Unknown,7,Tuesday,41.58,Tip-over,1.0
Grader,Mounting/Dismounting,Unknown,Clear/Unknown,7,Thursday,32.99,Caught-in,1.0
Truck,General Construction,Unknown,Clear/Unknown,7,Thursday,48.99,Electrocution,1.0
Aerial Lift,General Construction,Unknown,Clear/Unknown,7,Thursday,40.79,Electrocution,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,7,Friday,50.92,Fall,1.0
Loader,Loading/Unloading,Unknown,Clear/Unknown,7,Friday,34.44,Fall,1.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,7,Friday,43.83,Struck-by,1.0
Excavator,General Construction,Unknown,Clear/Unknown,7,Monday,45.36,Struck-by,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,7,Monday,50.92,Fall,1.0
Paver,General Construction,Unknown,Heat,7,Tuesday,31.13,Other,1.0
Dump Truck,General Construction,Unknown,Clear/Unknown,7,Tuesday,40.34,Struck-by,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,7,Wednesday,50.92,Fall,1.0
Aerial Lift,General Construction,Unknown,Clear/Unknown,7,Wednesday,39.66,Struck-by,1.0
Forklift,General Construction,Unknown,Clear/Unknown,7,Thursday,46.43,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,7,Thursday,55.45,Struck-by,1.0
Grader,General Construction,Unknown,Clear/Unknown,7,Friday,31.1,Fall,1.0
Backhoe,Idling/Parked,Unknown,Clear/Unknown,7,Friday,60.61,Struck-by,3.0
Forklift,General Construction,Unknown,Clear/Unknown,7,Saturday,27.33,Contact-with,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,7,Monday,50.92,Fall,1.0
Excavator,General Construction,Unknown,Clear/Unknown,7,Monday,37.29,Caught-in,1.0
Loader,General Construction,Unknown,Clear/Unknown,7,Tuesday,43.45,Struck-by,1.0
Truck,Maintenance,Unknown,Clear/Unknown,7,Thursday,32.46,Contact-with,1.0
Truck,General Construction,Unknown,Clear/Unknown,7,Thursday,43.86,Fall,1.0
Excavator,General Construction,Unknown,Clear/Unknown,7,Thursday,45.36,Struck-by,1.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,7,Friday,43.83,Struck-by,1.0
Forklift,General Construction,Unknown,Clear/Unknown,7,Friday,38.57,Caught-in,1.0
Truck,General Construction,Unknown,Clear/Unknown,7,Saturday,77.45,Struck-by,3.0
Forklift,General Construction,Unknown,Clear/Unknown,7,Monday,46.43,Struck-by,1.0
Excavator,General Construction,Unknown,Clear/Unknown,7,Wednesday,45.36,Struck-by,1.0
Forklift,Loading/Unloading,Unknown,Clear/Unknown,7,Wednesday,42.67,Struck-by,1.0
Bulldozer,General Construction,Unknown,Clear/Unknown,7,Thursday,31.54,Fall,1.0
Dump Truck,General Construction,Unknown,Clear/Unknown,7,Thursday,52.27,Tip-over,2.0
Grader,General Construction,Unknown,Clear/Unknown,7,Friday,31.1,Fall,1.0
Loader,General Construction,Unknown,Clear/Unknown,7,Saturday,43.45,Struck-by,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,7,Sunday,50.92,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,7,Monday,43.86,Fall,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,7,Monday,50.92,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,7,Monday,43.86,Fall,1.0
Crane,General Construction,Unknown,Clear/Unknown,7,Tuesday,67.57,Struck-by,3.0
Forklift,General Construction,Unknown,Clear/Unknown,7,Tuesday,35.62,Fall,1.0
Loader,Loading/Unloading,Unknown,Clear/Unknown,8,Wednesday,34.44,Fall,1.0
Forklift,General Construction,Unknown,Clear/Unknown,8,Thursday,25.71,Other,1.0
Bulldozer,General Construction,Unknown,Clear/Unknown,8,Thursday,37.6,Struck-by,1.0
Excavator,Excavation,Unknown,Clear/Unknown,8,Thursday,41.05,Struck-by,1.0
Loader,General Construction,Unknown,Clear/Unknown,8,Friday,43.45,Struck-by,1.0
Forklift,Loading/Unloading,Unknown,Clear/Unknown,8,Monday,42.67,Struck-by,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,8,Tuesday,50.92,Fall,1.0
Forklift,General Construction,Unknown,Clear/Unknown,8,Wednesday,46.43,Struck-by,1.0
Truck,Maintenance,Unknown,Clear/Unknown,8,Wednesday,32.46,Contact-with,1.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,8,Monday,65.83,Struck-by,3.0
Forklift,General Construction,Unknown,Clear/Unknown,8,Tuesday,46.43,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,8,Tuesday,43.86,Fall,1.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,8,Wednesday,38.65,Fall,1.0
Dump Truck,General Construction,Unknown,Clear/Unknown,8,Wednesday,73.34,Struck-by,4.0
Dump Truck,Loading/Unloading,Unknown,Clear/Unknown,8,Thursday,34.16,Fall,1.0
Dump Truck,Maintenance,Unknown,Clear/Unknown,8,Thursday,39.22,Struck-by,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,8,Friday,48.02,Tip-over,1.0
Truck,General Construction,Unknown,Clear/Unknown,8,Friday,47.19,Caught-in,1.0
Bulldozer,General Construction,Unknown,Clear/Unknown,8,Monday,22.17,Other,1.0
Crane,General Construction,Unknown,Clear/Unknown,8,Monday,62.14,Caught-in,3.0
Truck,General Construction,Unknown,Clear/Unknown,8,Monday,41.43,Burns,1.0
Crane,General Construction,Unknown,Clear/Unknown,8,Monday,45.57,Struck-by,1.0
Dump Truck,Operating,Unknown,Clear/Unknown,8,Wednesday,41.08,Tip-over,1.0
Excavator,General Construction,Unknown,Clear/Unknown,8,Thursday,50.41,Pinch-Point,3.0
Truck,General Construction,Unknown,Clear/Unknown,8,Thursday,69.19,Caught-in,3.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,8,Friday,50.92,Fall,1.0
Trencher,Loading/Unloading,Unknown,Clear/Unknown,8,Friday,34.25,Caught-in,1.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,8,Friday,43.83,Struck-by,1.0
Truck,Operating,Unknown,Clear/Unknown,8,Friday,42.31,Caught-in,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,8,Monday,50.92,Fall,1.0
Crane,General Construction,Unknown,Clear/Unknown,8,Tuesday,36.16,Fall,1.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,8,Tuesday,38.65,Fall,1.0
Paver,General Construction,Unknown,Clear/Unknown,8,Tuesday,33.13,Burns,1.0
Truck,General Construction,Unknown,Clear/Unknown,8,Thursday,55.33,Contact-with,3.0
Truck,Idling/Parked,Unknown,Heat,8,Thursday,41.35,Other,1.0
Crane,Operating,Unknown,Clear/Unknown,8,Friday,37.78,Caught-in,1.0
Crane,General Construction,Unknown,Clear/Unknown,8,Friday,78.57,Struck-by,4.0
Forklift,General Construction,Unknown,Clear/Unknown,8,Friday,68.43,Struck-by,3.0
Truck,Maintenance,Unknown,Clear/Unknown,8,Friday,49.6,Run-over,1.0
Truck,General Construction,Unknown,Clear/Unknown,9,Tuesday,48.58,Tip-over,1.0
Loader,Loading/Unloading,Unknown,Heat,9,Wednesday,46.97,Fall,1.0
Forklift,Loading/Unloading,Unknown,Clear/Unknown,9,Thursday,59.36,Caught-in,3.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,9,Monday,50.92,Fall,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,9,Tuesday,47.52,Struck-by,1.0
Crane,Operating,Unknown,Clear/Unknown,9,Wednesday,41.97,Struck-by,1.0
Truck,Operating,Unknown,Clear/Unknown,9,Wednesday,48.3,Struck-by,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,9,Wednesday,50.92,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,9,Wednesday,69.19,Caught-in,3.0
Aerial Lift,General Construction,Unknown,Clear/Unknown,9,Wednesday,51.79,Electrocution,2.0
Excavator,General Construction,Unknown,Clear/Unknown,9,Thursday,37.29,Caught-in,1.0
Forklift,General Construction,Unknown,Clear/Unknown,9,Thursday,46.43,Struck-by,1.0
Excavator,Operating,Unknown,Clear/Unknown,9,Friday,40.61,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,9,Monday,80.19,Caught-in,4.0
Forklift,General Construction,Unknown,Clear/Unknown,9,Tuesday,46.43,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,9,Tuesday,43.86,Fall,1.0
Paver,General Construction,Unknown,Clear/Unknown,9,Tuesday,47.21,Collision,2.0
Truck,General Construction,Unknown,Clear/Unknown,9,Wednesday,81.58,Tip-over,4.0
Excavator,General Construction,Unknown,Clear/Unknown,9,Thursday,45.36,Struck-by,1.0
Roller,Loading/Unloading,Unknown,Clear/Unknown,9,Thursday,34.03,Fall,1.0
Loader,General Construction,Unknown,Clear/Unknown,9,Thursday,43.45,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,9,Monday,69.19,Caught-in,3.0
Truck,General Construction,Unknown,Clear/Unknown,9,Tuesday,55.45,Struck-by,1.0
Excavator,Loading/Unloading,Unknown,Clear/Unknown,9,Wednesday,40.95,Struck-by,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,9,Wednesday,50.92,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,9,Thursday,43.86,Fall,1.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,9,Thursday,43.83,Struck-by,1.0
Excavator,Loading/Unloading,Unknown,Clear/Unknown,9,Thursday,73.95,Struck-by,4.0
Aerial Lift,General Construction,Unknown,Clear/Unknown,9,Friday,39.66,Struck-by,1.0
Dump Truck,General Construction,Unknown,Clear/Unknown,10,Monday,57.71,Caught-in,3.0
Roller,Loading/Unloading,Unknown,Clear/Unknown,10,Tuesday,34.03,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,10,Wednesday,33.33,Contact-with,1.0
Truck,General Construction,Unknown,Clear/Unknown,10,Thursday,55.45,Struck-by,1.0
Excavator,General Construction,Unknown,Clear/Unknown,10,Friday,45.36,Struck-by,1.0
Roller,General Construction,Unknown,Clear/Unknown,10,Monday,41.97,Tip-over,1.0
Excavator,Excavation,Unknown,Clear/Unknown,10,Wednesday,41.05,Struck-by,1.0
Bulldozer,Operating,Unknown,Clear/Unknown,10,Wednesday,35.33,Collision,1.0
Truck,General Construction,Unknown,Clear/Unknown,10,Friday,48.58,Tip-over,1.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,10,Monday,26.32,Other,1.0
Truck,Setup/Positioning,Unknown,Clear/Unknown,10,Monday,46.31,Struck-by,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,10,Tuesday,50.92,Fall,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,10,Tuesday,47.52,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,10,Wednesday,55.45,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,10,Wednesday,55.45,Struck-by,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,10,Wednesday,47.52,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,10,Thursday,55.45,Struck-by,1.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,10,Friday,26.32,Other,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,10,Friday,50.92,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,10,Saturday,43.86,Fall,1.0
Backhoe,General Construction,Unknown,Clear/Unknown,10,Monday,72.83,Struck-by,4.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,10,Tuesday,64.96,Caught-in,3.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,10,Tuesday,50.92,Fall,1.0
Dump Truck,General Construction,Unknown,Clear/Unknown,10,Thursday,62.34,Struck-by,3.0
Forklift,General Construction,Unknown,Clear/Unknown,10,Saturday,46.43,Struck-by,1.0
Crane,General Construction,Unknown,Clear/Unknown,10,Tuesday,40.14,Caught-in,1.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,10,Tuesday,38.77,Caught-in,1.0
Truck,Operating,Unknown,Clear/Unknown,10,Wednesday,48.3,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,11,Thursday,55.45,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,11,Thursday,55.45,Struck-by,1.0
Crane,General Construction,Unknown,Clear/Unknown,11,Friday,62.14,Caught-in,3.0
Roller,General Construction,Unknown,Clear/Unknown,11,Monday,41.97,Tip-over,1.0
Truck,Operating,Unknown,Clear/Unknown,11,Monday,48.3,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,11,Monday,55.45,Struck-by,1.0
Backhoe,Loading/Unloading,Unknown,Clear/Unknown,11,Tuesday,67.89,Caught-in,4.0
Loader,General Construction,Unknown,Clear/Unknown,11,Tuesday,43.45,Struck-by,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,11,Wednesday,50.92,Fall,1.0
Forklift,Loading/Unloading,Unknown,Clear/Unknown,11,Wednesday,37.54,Fall,1.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,11,Wednesday,43.83,Struck-by,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,11,Wednesday,50.92,Fall,1.0
Trencher,Excavation,Unknown,Clear/Unknown,11,Saturday,44.1,Burns,2.0
Forklift,Operating,Unknown,Clear/Unknown,11,Monday,41.8,Struck-by,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,11,Tuesday,50.92,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,11,Wednesday,47.19,Caught-in,1.0
Roller,General Construction,Unknown,Clear/Unknown,11,Thursday,62.17,Struck-by,3.0
Truck,General Construction,Unknown,Clear/Unknown,11,Thursday,48.99,Electrocution,1.0
Aerial Lift,General Construction,Unknown,Clear/Unknown,11,Friday,33.05,Fall,1.0
Forklift,General Construction,Unknown,Clear/Unknown,11,Friday,46.43,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,11,Saturday,55.45,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,11,Monday,47.19,Caught-in,1.0
Roller,General Construction,Unknown,Clear/Unknown,11,Tuesday,36.79,Caught-in,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,11,Tuesday,50.92,Fall,1.0
Truck,Loading/Unloading,Unknown,Snow/Ice,11,Tuesday,100.0,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,11,Wednesday,43.86,Fall,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,11,Wednesday,30.88,Other,1.0
Roller,General Construction,Unknown,Clear/Unknown,11,Thursday,36.79,Caught-in,1.0
Truck,General Construction,Unknown,Clear/Unknown,11,Thursday,33.33,Contact-with,1.0
Crane,Loading/Unloading,Unknown,Wind,11,Friday,66.97,Caught-in,1.0
Truck,General Construction,Unknown,Clear/Unknown,11,Friday,48.99,Electrocution,1.0
Loader,Loading/Unloading,Unknown,Clear/Unknown,12,Saturday,34.44,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,12,Monday,44.11,Collision,1.0
Forklift,Loading/Unloading,Unknown,Clear/Unknown,12,Monday,37.54,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,12,Monday,48.63,Back-over,1.0
Dump Truck,Operating,Unknown,Clear/Unknown,12,Wednesday,39.38,Struck-by,1.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,12,Wednesday,38.65,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,12,Wednesday,59.99,Electrocution,2.0
Backhoe,General Construction,Unknown,Clear/Unknown,12,Thursday,57.04,Caught-in,3.0
Crane,Loading/Unloading,Unknown,Clear/Unknown,12,Thursday,38.65,Fall,1.0
Forklift,General Construction,Unknown,Clear/Unknown,12,Saturday,68.43,Struck-by,3.0
Excavator,Loading/Unloading,Unknown,Clear/Unknown,12,Tuesday,40.95,Struck-by,1.0
Loader,General Construction,Unknown,Clear/Unknown,12,Tuesday,43.45,Run-over,1.0
Truck,Loading/Unloading,Morning,Snow/Ice,12,Tuesday,100.0,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,12,Wednesday,48.99,Electrocution,1.0
Truck,General Construction,Unknown,Clear/Unknown,12,Wednesday,43.86,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,12,Wednesday,69.19,Caught-in,3.0
Forklift,General Construction,Unknown,Clear/Unknown,12,Thursday,46.43,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,12,Friday,55.45,Struck-by,1.0
Forklift,General Construction,Unknown,Clear/Unknown,12,Sunday,35.62,Fall,1.0
Crane,General Construction,Unknown,Clear/Unknown,12,Tuesday,45.57,Struck-by,1.0
Truck,General Construction,Unknown,Clear/Unknown,12,Thursday,48.99,Electrocution,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,12,Thursday,50.92,Fall,1.0
Forklift,General Construction,Unknown,Clear/Unknown,12,Friday,46.43,Struck-by,1.0
Loader,Operating,Unknown,Clear/Unknown,12,Friday,40.44,Struck-by,1.0
Crane,General Construction,Unknown,Clear/Unknown,12,Saturday,62.14,Caught-in,3.0
Backhoe,General Construction,Unknown,Clear/Unknown,1,Wednesday,23.34,Other,1.0
Crane,General Construction,Unknown,Clear/Unknown,1,Wednesday,43.16,Electrocution,1.0
Dump Truck,General Construction,Unknown,Clear/Unknown,1,Thursday,41.27,Tip-over,1.0
Truck,Setup/Positioning,Unknown,Clear/Unknown,1,Friday,46.31,Struck-by,1.0
Crane,Setup/Positioning,Unknown,Clear/Unknown,1,Monday,50.09,Contact-with,3.0
Crane,General Construction,Unknown,Clear/Unknown,1,Tuesday,62.14,Caught-in,3.0
Aerial Lift,General Construction,Unknown,Clear/Unknown,1,Tuesday,40.79,Electrocution,1.0
Concrete Pump,General Construction,Unknown,Clear/Unknown,1,Thursday,69.82,Caught-in,4.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,1,Friday,50.92,Fall,1.0
Backhoe,General Construction,Unknown,Clear/Unknown,1,Friday,57.04,Caught-in,3.0
Truck,General Construction,Unknown,Clear/Unknown,1,Friday,55.45,Struck-by,1.0
Loader,General Construction,Unknown,Clear/Unknown,1,Monday,43.45,Struck-by,1.0
Truck,Loading/Unloading,Unknown,Heat,1,Wednesday,69.43,Fall,1.0
Crane,General Construction,Unknown,Clear/Unknown,1,Wednesday,26.38,Other,1.0
Loader,General Construction,Unknown,Clear/Unknown,1,Thursday,36.9,Caught-in,1.0
Truck,Operating,Unknown,Clear/Unknown,1,Friday,42.31,Caught-in,1.0
Truck,Loading/Unloading,Unknown,Clear/Unknown,1,Sunday,50.92,Fall,1.0
Truck,General Construction,Unknown,Clear/Unknown,1,Monday,43.86,Fall,1.0
